clientName,priority,title,description,ownerType,ownerName,assigneeName,status,dueDate,estimatedHours
LBL Law,P1,Blog production (2 clinical posts) — Feb 2027,"Two clinically specific posts aligned to the paid search vocabulary. AI drafts from clinical source material, human edits and fact-checks.",agency,Katy Martinez,Katy Martinez,not_started,2027-02-26,4
LBL Law,P1,Social publishing calendar — Feb 2027,Build and run the month's posting calendar across LBL channels. AI-assisted copy variants from existing assets.,agency,Katy Martinez,Katy Martinez,not_started,2027-02-26,1.5
LBL Law,P1,Thought leadership pitch wave — Feb 2027,Execute the month's outreach against the approved activity list and log responses. AI-personalized pitch drafts.,agency,Katy Martinez,Katy Martinez,not_started,2027-02-26,3
LBL Law,P1,Google Ads optimization and campaign management — Mar 2027,"Ongoing bid, keyword, negative, and creative optimization plus budget pacing. AI-assisted scripts handle routine pacing and anomaly flags.",agency,Sebastien Hue,Sebastien Hue,not_started,2027-03-31,4
LBL Law,P1,WebOps monitoring and maintenance — Mar 2027,"Security patching, backup verification, uptime and performance checks. Automated alerting; human only on exceptions.",agency,Sebastien Hue,Sebastien Hue,not_started,2027-03-31,1.5
LBL Law,P1,Monthly performance report and client review — Mar 2027,Automated data pull into the dashboard; human writes the narrative and runs the client review.,agency,Sebastien Hue,Sebastien Hue,not_started,2027-03-31,2.5
LBL Law,P1,Blog production (2 clinical posts) — Mar 2027,"Two clinically specific posts aligned to the paid search vocabulary. AI drafts from clinical source material, human edits and fact-checks.",agency,Katy Martinez,Katy Martinez,not_started,2027-03-31,4
LBL Law,P1,Social publishing calendar — Mar 2027,Build and run the month's posting calendar across LBL channels. AI-assisted copy variants from existing assets.,agency,Katy Martinez,Katy Martinez,not_started,2027-03-31,1.5
LBL Law,P1,Thought leadership pitch wave — Mar 2027,Execute the month's outreach against the approved activity list and log responses. AI-personalized pitch drafts.,agency,Katy Martinez,Katy Martinez,not_started,2027-03-31,3
LBL Law,P1,Video production day — Mar 2027,"Half-day on-site capture with the partner team. Physical time, no compression available.",agency,Cody Gunningham,Cody Gunningham,not_started,2027-03-31,5
LBL Law,P1,Video edit and captioning — Mar 2027,Post-production and subtitles. AI transcription and auto-caption; human on cut and QC.,agency,Cody Gunningham,Katy Martinez,not_started,2027-03-31,4
LBL Law,P1,YouTube publish and SEO — Mar 2027,"Titles, descriptions, tags, thumbnails, publishing. AI-drafted metadata, human approval.",agency,Cody Gunningham,Katy Martinez,not_started,2027-03-31,1
LBL Law,P1,Social clip cutting and scheduling — Mar 2027,"Auto-detected clip candidates from the long-form cut, human selects and schedules.",agency,Cody Gunningham,Katy Martinez,not_started,2027-03-31,2
LBL Law,P1,Google Ads optimization and campaign management — Apr 2027,"Ongoing bid, keyword, negative, and creative optimization plus budget pacing. AI-assisted scripts handle routine pacing and anomaly flags.",agency,Sebastien Hue,Sebastien Hue,not_started,2027-04-30,4
LBL Law,P1,WebOps monitoring and maintenance — Apr 2027,"Security patching, backup verification, uptime and performance checks. Automated alerting; human only on exceptions.",agency,Sebastien Hue,Sebastien Hue,not_started,2027-04-30,1.5
LBL Law,P1,Monthly performance report and client review — Apr 2027,Automated data pull into the dashboard; human writes the narrative and runs the client review.,agency,Sebastien Hue,Sebastien Hue,not_started,2027-04-30,2.5
LBL Law,P1,Blog production (2 clinical posts) — Apr 2027,"Two clinically specific posts aligned to the paid search vocabulary. AI drafts from clinical source material, human edits and fact-checks.",agency,Katy Martinez,Katy Martinez,not_started,2027-04-30,4
LBL Law,P1,Social publishing calendar — Apr 2027,Build and run the month's posting calendar across LBL channels. AI-assisted copy variants from existing assets.,agency,Katy Martinez,Katy Martinez,not_started,2027-04-30,1.5
LBL Law,P1,Thought leadership pitch wave — Apr 2027,Execute the month's outreach against the approved activity list and log responses. AI-personalized pitch drafts.,agency,Katy Martinez,Katy Martinez,not_started,2027-04-30,3
